Govt Loan #,Notional Gtd Balance,Invested,Gross Margin,Strip Rate,Multiple,Price,Note Date,Note Maturity Date,Business Name,City,State,Zip,NAICS
4781379101,42158.44,4581.53,0.0275,0.04055,2.68,0.108674,44953,48606,"Marzak USA, Inc.",Brookline,MA, 0244,541990
4902979101,262500,23250.68,0.02,0.03305,2.68,0.088574,45001,48838,Vita Sana LLC ,University Place,WA,98466,713940
4719239104,210000,24228.54,0.03,0.04305,2.68,0.115374,44987,48762,WC Blue Oaks dba Blue Oaks Sourdough           ,Roseville,CA,95747,722513
4483049109,127500,14710.19,0.03,0.04305,2.68,0.115374,44953,48726,"ASSETS WELLBEING, INC.        ",Pearland,TX,77584,713940
4892949109,186750,21546.09,0.03,0.04305,2.68,0.115374,45008,48661,United Medical Exams,San Antonio,TX,78213,561110
4902889109,187500,21632.63,0.03,0.04305,2.68,0.115374,45009,48662,Luis Labor Inc dba A Step Ahead Roofing Inc,Miami,FL,33176,238160
4708909109,248325,26986.47,0.0275,0.04055,2.68,0.108674,44925,48578,DLS2 LLC,Watkinsville,GA,30677,713940
4882639106,292427.87,31779.31,0.0275,0.04055,2.68,0.108674,45014,48667,"THIEMAN & ASSOCIATES, INC.",Kilgore,TX,75662,531320
4208139107,131250,14263.46,0.0275,0.04055,2.68,0.108674,44812,48646,"TASK BUILDING, LLC ",Kerrville ,TX,78028,236118
4691089104,254619.06,27670.47,0.0275,0.04055,2.68,0.108674,44939,48592,21 Driftwood LLC,Inverness,FL,34453,444110
4855589109,253910.05,27593.42,0.0275,0.04055,2.68,0.108674,44987,48640,La Lune LLC,Savannah,GA,31401,722513
4848279101,38250,4413.06,0.03,0.04305,2.68,0.115374,44979,48632,Miller Lawn & Landscaping Services LLC dba J.E.M. Landscaping and Complete Ground Maintenance,Brooksville,FL,34601,561730
4876739105,588675,59240.72,0.03,0.03755,2.68,0.100634,45013,48669,WARRIOR HVAC SYSTEMS,Riverside,CA,92505,238220
4915889108,405000,29902.77,0.02,0.02755,2.68,0.073834,45015,48668,Pfennig's Prescription Pharmacy,Taylor,TX,76574,456110
4697399104,738234.98,54506.84,0.02,0.02755,2.68,0.073834,44923,48576,Venture Formations LLC,Sauk Rapids,MN,56379,335999
4923249104,43350,4711.02,0.0275,0.04055,2.68,0.108674,45015,48668,GOSH(I) GOODS LLC,Lebanon,TN,37087,455219
4947409109,42500,5757.65,0.0375,0.05055,2.68,0.135474,45016,48669,"CTS CIVIL, LLC",San Tan Valley,AZ,85140,115310
4948909108,21335,2890.34,0.0375,0.05055,2.68,0.135474,45016,48668,BNB TELECOM LLC,Merrillville,IN,46410,238210
4967019107,25500,3454.59,0.0375,0.05055,2.68,0.135474,45023,48676,"AMPAC INSURANCE AGENCY, INC.",Aberdeen,NJ,7747,524210
4840049108,57500,6618.6,0.0299,0.04295,2.68,0.115106,45023,48767,The Bearded Brewer LLC,Middletown,OH,45044,312120
3985069110,438750,36039.8,0.0225,0.03065,2.68,0.082142,44698,48627,Stars & Strikes Bowling Center LLC,Warrenton,VA,20186,713950
4858249107,840000,78904.56,0.0275,0.03505,2.68,0.093934,44981,48634,RDL Logistics Inc. dba Fedex Ground,Knoxville,TN,37931,484110
4939159106,258000,28037.89,0.0275,0.04055,2.68,0.108674,45016,48669,MSWG LLC dba Matthews Steakhouse,Winter Garden,FL,34787,722511
4965389109,29750,4030.35,0.0375,0.05055,2.68,0.135474,45028,48681,"EAST TEXAS TREE DOC, LLC",Longview,TX,75605,561730
4922239110,382500,38492.51,0.03,0.03755,2.68,0.100634,45026,48679,Absolute Clean East LLC and Absolute Clean Enterprises LLC,Riverhead,NY,11901,238910
4876159108,109820,12670.37,0.03,0.04305,2.68,0.115374,44995,48648,"Hubert, LLC dba Mobility Plus",Fredericksburg,VA,22407,456199
4492569103,639018.27,60025.54,0.0275,0.03505,2.68,0.093934,44897,48550,NDBC Administrative Services LLC,Bloomington,MN,55437,551112
4289739100,258750,24652.15,0.0225,0.03555,2.68,0.095274,44867,48612,H&R Running LLC,Tampa,FL,33619,713940
4145849110,130818.88,11762.45,0.02,0.03355,2.68,0.089914,44743,48396,MV Marketplace LLC,Waterford Township,MI,48329,611430
4186509109,101310.59,9109.24,0.02,0.03355,2.68,0.089914,44770,48423,Yotes to Coats Tannery LLC,Nicollet,MN,56074,339999
1331639106,411750,45298.26,0.0275,0.04105,2.68,0.110014,44760,48505,Mac Daddy Colorado II LLC,Denver,CO,80238,722513
2881239103,369558.33,30851.47,0.0225,0.03115,2.68,0.083482,44659,48495,Badges & Berries Investments LLC,University Park,FL,34201,722513
3997109106,116980.77,11301.98,0.0225,0.03605,2.68,0.096614,44685,48338,SUPERIOR TRAFFIC CONTROL LLC,Saint Cloud,MN,56304,561991
4172859108,43866.28,3944.19,0.02,0.03355,2.68,0.089914,44769,48422,Chaska Dance Center LLC,Chaska,WI,55318,611699
4548979108,257149.04,23121.3,0.02,0.03355,2.68,0.089914,44890,48543,Credit Service International Corporation,Hudson,WI,54016,561440
4111879110,287662.98,24014.68,0.0225,0.03115,2.68,0.083482,44726,48395,Helen's Chocolate & Gelato LLC,Porter Ranch,CA,91326,722515
4353179104,168750,18564.86,0.0275,0.04105,2.68,0.110014,44903,48495,STRETCH 1 LLC,Wilmington,DE,19803,713940
1745759107,342593.29,37690.06,0.0275,0.04105,2.68,0.110014,44740,48393,"SEPROTEC OF FLORIDA, INC.",Doral ,FL,33178,238320
1331879108,331037.59,36418.77,0.0275,0.04105,2.68,0.110014,44432,48288,F45 Training North Arvada,Arvada,CO,80021,238320
4069019105,323595.44,24846.31,0.02,0.02865,2.68,0.076782,44713,48366,Bahama Bucks,Double Oak,TX,75077,722515
3946909110,242528.39,26681.52,0.0275,0.04105,2.68,0.110014,44705,48542,JustThreeGs LLC,Los Angeles,CA,90047,561439
4333399103,241691.46,23350.78,0.0225,0.03605,2.68,0.096614,44840,48493,Rockstars Las Vegas LLC,Las Vegas,NV,89117,611610
1859639104,428973.06,44318.92,0.025,0.03855,2.68,0.103314,44581,48415,4119 Bayside Corp,Bayside,NY,11361,722513
4119609104,73589.04,8095.82,0.0275,0.04105,2.68,0.110014,44741,48394,Linear Concepts LLC,Woodleaf,NC,27054,237310
3574519109,828358.14,69152.99,0.0225,0.03115,2.68,0.083482,44707,48544,Nori Inc.,Birmingham,AL,35244,722511
3782069110,444865.34,34157.65,0.02,0.02865,2.68,0.076782,44662,48315,"Schoellhorn Group, LLC",Richardson,TX,75080,621610
