Govt Loan #,"Notional Gtd
Balance",Invested,Gross Margin,Strip Rate,Multiple,Price,Note Date,Note Maturity Date,Business Name,City,State,Zip,NAICS
4977819104,63750,2121.6,0.0275,0.0128,2.6,0.03328,45033,48686,"PT3, LLC",Ann Arbor,MI,48104,722511
4978099104,277125,9222.72,0.0275,0.0128,2.6,0.03328,45041,48694,"M Vogel, LLC dba Koala Insulation of St Petersburg",St. Petersburg,FL,33702,238310
4978809103,106250,6298.5,0.0375,0.0228,2.6,0.05928,45043,48696,Green Step Freight,Schaumburg,IL,60194,484121
4980799101,225750,6045.58,0.025,0.0103,2.599998925,0.026779989,45035,48688,Predictive Engineering,Chuckey,TN,37641,541330
4983969110,17085,568.59,0.0275,0.0128,2.6,0.03328,45033,48686,TOP OUT ADVENTURES LLC,Allen,TX,75002,561520
4984019109,21250,707.2,0.0275,0.0128,2.6,0.03328,45033,48686,"METTA AGENCY, INC.",Los Angeles,CA,90021,541490
4984259100,168750,5616,0.0275,0.0128,2.6,0.03328,45071,48724,Jumana Supportive Services LLC,Elkins Park,PA,19027,621610
4989099110,21250,707.2,0.0275,0.0128,2.6,0.03328,45036,48689,"GIFTS FROM THE HEART FLORIST, INC.",North Babylon,NY,11703,459310
4989539100,491250,2937.68,0.0225,0.0023,2.600002213,0.005980005,45041,48694,"Schroeder Shipping, LLC",Raleigh,NC,27609,561431
4990849107,80750,3212.24,0.03,0.0153,2.600002024,0.039780031,45055,48708,"The Overman Group, Inc",Oak Ridge,NC,27310,531210
4992139110,21250,707.2,0.0275,0.0128,2.6,0.03328,45036,48689,"CHRIS CAVANAUGH LOGGING, INC.",Lanse,MI,49946,113310
4992619101,643500,12213.64,0.0275,0.0073,2.600001064,0.018980008,45068,48721,"ADELANTE ENTERPRISES, LLC",San Antonio,TX,78261,456199
4994079109,408750,7758.08,0.0275,0.0073,2.600000838,0.018980006,45041,48694,TPA Admin Inc,Melbourne,FL,32935,523930
4995039110,21250,707.2,0.0275,0.0128,2.6,0.03328,45036,48689,"BSJ HOLDINGS GROUP, INC.",Ithaca,NY,14850,722513
4995159100,127500,7558.2,0.0375,0.0228,2.6,0.05928,45062,48715,Strategic Solar Solutions,Rehoboth Beach,DE,19917,423720
4998229103,211500,7038.72,0.0275,0.0128,2.6,0.03328,45041,48694,JLWZ LLC,Las Vegas,NV,89123,722511
5001039109,127500,2585.7,0.0225,0.0078,2.6,0.02028,45061,48714,BLSCONSULTING LLC,Los Angeles,CA,90036,541611
5001319110,214125,7126.08,0.0275,0.0128,2.6,0.03328,45057,48710,ACE CONSTRUCTION AND CONTRACTING,Rineyville,KY,40162,236118
5001869100,749250,4480.52,0.0225,0.0023,2.600001451,0.005980003,45043,48696,East Carolina Home Care Incorporated,Statesville,NC,28677,621610
5002859110,347053.9,9294.11,0.025,0.0103,2.60000058,0.026780006,45042,48695,"Williow Ash Exteriors, LLC",Isle of Palms,SC,29451,238990
5003049105,46750,1555.84,0.0275,0.0128,2.6,0.03328,45040,48693,Adventure Café LLC,Lee's Summit,MO,64086,722515
5003599106,614250,11658.46,0.0275,0.0073,2.599999442,0.018979996,45055,48708,"Hal Shoes LLC
Hal Shoes NJ LLC","
Brooklyn",NY,11210,458210
5003949104,371250,12355.2,0.0275,0.0128,2.6,0.03328,45040,48693,"BLACKROCK GROUP, INC.",Jefferson City,TN,37760,722513
5004549104,304500,10133.76,0.0275,0.0128,2.6,0.03328,45047,48700,Bobo Korea Kitchen /Chicken Bee ,Durham,NC,27705,722511
5004689100,262500,8736,0.0275,0.0128,2.6,0.03328,45057,48710,"Graci Pavings Associates, Inc.",North Massapequa,NY,11758,238990
5006239109,673325.43,8403.11,0.025,0.0048,2.600001498,0.012480007,45042,48695,DOA Inc,Cloquet,MN,55720,713990
5007889107,17000,565.76,0.0275,0.0128,2.6,0.03328,45040,48693,Prairie Rose Flag and Broker LLC,Arkansas City,KS,67005,488490
5008229110,85000,2828.8,0.0275,0.0128,2.6,0.03328,45055,48708,PINE GROUP TAX & ACCOUNTING SERV,Nutley,NJ,7110,541213
5008769108,246805.98,3400.99,0.02,0.0053,2.600000585,0.013780003,45044,48697,"TR Restaurant Group, Inc. ",Rockford,IL,61114,722511
5009529108,42500,1414.4,0.0275,0.0128,2.6,0.03328,45044,48697,"Triple Nerd Score, LLC",Pittsburgh,PA,15212,541519
5010429110,110075,3663.3,0.0275,0.0128,2.6,0.03328,45055,48708,JCDONUTS LLC,Noblesville,IN,46060,722330
5013369100,46750,1555.84,0.0275,0.0128,2.6,0.03328,45064,48717,"VANTAGE CONSTRUCTION, INC.",Warren,NJ,7059,236115
5018139100,345000,9239.1,0.025,0.0103,2.6,0.02678,45050,48703,"Promise Senior Solutions, LLC",Hondo,TX,78861,621610
5019829108,92650,3083.39,0.0275,0.0128,2.6,0.03328,45062,48715,BACKYARD OASIS LLC,Murrells Inlet,SC,29576,561790
5020609109,933750,5583.82,0.0225,0.0023,2.599998836,0.005979997,45077,48730,INTEGRITY GROUP OF TAMPA LLC,Tarpon Springs,FL,34689,722511
5020859103,1538250,29195.98,0.0275,0.0073,2.599999777,0.018979998,45051,48704,"Bracken Plumbing, Inc",Schertz,TX,78154,238220
5020929100,964500,85869.7,0.0225,0.03055,2.914247861,0.089030272,45054,50352,"Cool Masters Acquisitions, LLC",Lawrenceville,GA,30046,238220
5020969101,127500,4243.2,0.0275,0.0128,2.6,0.03328,45054,48707,IDENTITY BRAND BY MONICA KLINE,Brooklyn,NY,11231,541613
5021229104,106250,3536,0.0275,0.0128,2.6,0.03328,45047,48700,Bens Auto Detail Center,Grayson,GA,30017,811192
5022559100,1091250,20711.92,0.0275,0.0073,2.599999686,0.018979998,45063,48716,"ROOSTERS LAYTON, LC",Layton,UT,84041,722511
5024119101,1484250,28171.06,0.0275,0.0073,2.599999769,0.018979998,45050,48703,"Oliver LaGore VanValin Investment Group, Inc.",Flint,MI,48502,523150
5027349106,207000,8234.46,0.03,0.0153,2.6,0.03978,45048,48709,FJA Warehouse Solutions,Ontario,CA,91761,423210
5027359109,102000,2068.56,0.0225,0.0078,2.6,0.02028,45071,48724,DIAMOND CLEAN PRO CLEANING SVC L,Great Falls,NY,59404,561720
5028699108,510608.38,9691.34,0.0275,0.0073,2.599999213,0.018979994,45055,48708,Curt's Roll off 2.0 LLC,Pine City,MN,55063,562111
5029559103,55250,1838.72,0.0275,0.0128,2.6,0.03328,45049,48702,AQUA TECH INC                           ,Waialua             ,HI,96791,561790
5030349107,38335,2272.5,0.0375,0.0228,2.600005721,0.05928013,45061,48714,"MIKE STEVENSON AGENCY, LLC",Rapid City,SD,57701,524210
5031069108,149103.55,4580.46,0.0275,0.0128,2.40000078,0.03072001,45056,48709,"CD METRO, LLC",KENILWORTH,NJ,7033,531210
5032849108,30175,1788.78,0.0375,0.0228,2.600007268,0.059280166,45058,48711,EEL TRAILER RENTAL AND MORE LLC,El Paso,TX,79915,532120
5032939100,127500,4243.2,0.0275,0.0128,2.6,0.03328,45062,48715,"FRESH PROVISIONS, INC.",Pine,CO,80470,424410
5033069101,935362.27,17753.17,0.0275,0.0073,2.599999791,0.018979998,45054,48707,Timeless Elements Medspa,Forest Lake,MN,55025,812199
5035169100,85000,2828.8,0.0275,0.0128,2.6,0.03328,45051,48704,J&M Gilson Enterprises LLC,Melbourne,FL,32935,562219
5035279109,537000,10192.26,0.0275,0.0073,2.6,0.01898,45069,48722,"Lewis Principal, LLC",Benton,KY,42025,458310
5047409108,2178000,41338.44,0.0275,0.0073,2.6,0.01898,45057,48710,United Trans Logistics ,Las Vegas,NV,89139,484121
5048329110,150000,4992,0.0275,0.0128,2.6,0.03328,45062,48715,Belle-Technologies Corporation,Prairieville,LA,70769,238990
5048739104,127500,4243.2,0.0275,0.0128,2.6,0.03328,45058,48711,"MIRELZ, INC.",Cedar Park,TX,78613,511210
5049179104,63750,2121.6,0.0275,0.0128,2.6,0.03328,45064,48717,JBL III CUSTOM KITCHENS L.L.C.,North Royalton,OH,44133,236118
5049609102,76500,2545.92,0.0275,0.0128,2.6,0.03328,45063,48716,BUNDY ACCIDENT RECONSTRUCTION AND DRONE,Petal,MS,39466,561611
5050439107,76500,2545.92,0.0275,0.0128,2.6,0.03328,45063,48716,ALLSERVE HOME REPAIR LLC,Avon,OH,44011,236118
5050539102,127500,4243.2,0.0275,0.0128,2.6,0.03328,45062,48715,"POWER AND ENERGY SERVICES, INC.",Lithia Springs,GA,30122,423610
5050549105,42500,2519.4,0.0375,0.0228,2.6,0.05928,45064,48717,"RML NORWAY, INC.",Downers Grove,IL,60515,236118
5051179103,127500,4243.2,0.0275,0.0128,2.6,0.03328,45063,48716,"GEL SHOTZ, INC.",Orange,CA,92869,311999
5054959107,521625,55203.8,FXD,0.04155,2.54706227,0.105830437,45065,48718,Above Sound LLC,Groveport,OH,43125,512290
5056029103,768750,9594,0.025,0.0048,2.6,0.01248,45078,48731,"DGC Acquisition, LLC",0,NC,28655,238990
5059539109,935250,17751.04,0.0275,0.0073,2.599999634,0.018979997,45072,48725,Fremont Wedding LLC dba Fremont Wedding Chapel,Las Vegas ,NV,89101,812990
5060559101,106250,3536,0.0275,0.0128,2.6,0.03328,45065,48718,John T Gilbert DBA Taxes Matter,Calabasas,CA,91302,541213
5067519103,675000,11826,0.0275,0.0073,2.4,0.01752,45072,48725,PIRANHA POSTER INC,SOMERSET,NJ,8873,442299
5083279103,362250,8954.82,0.025,0.0103,2.39999933,0.024719993,45082,48735,"SBR Scientific, LLC",Plano,TX,75075,541715
5084349102,1297500,33060.3,0.03,0.0098,2.6,0.02548,45078,48731,Vetrina Way Investments LLC dba Interior Contract Services,Orlando,FL,32804,423420
5085699104,262500,3617.26,0.02,0.0053,2.600003594,0.013780019,45076,48729,Crescendo Chemical Health LLC dbaHaven Behavioral Health of MN,Saint Paul,MN,55125,621420
